Name	Statistic	Cells
Specimen_001_O19_O19.fcs/cells/mCherry	93.1	11390
Specimen_001_O20_O20.fcs		11229
Specimen_001_O20_O20.fcs/cells	99.8	11201
Specimen_001_O20_O20.fcs/cells/mCherry	90	10081
Specimen_001_O21_O21.fcs		15732
Specimen_001_O21_O21.fcs/cells	99.8	15694
Specimen_001_O21_O21.fcs/cells/mCherry	95.5	14995
Specimen_001_O22_O22.fcs		12084
Specimen_001_O22_O22.fcs/cells	99.7	12050
Specimen_001_O22_O22.fcs/cells/mCherry	94.7	11415
Specimen_001_O23_O23.fcs		13965
Specimen_001_O23_O23.fcs/cells	99.8	13943
Specimen_001_O23_O23.fcs/cells/mCherry	97.1	13537
Specimen_001_O24_O24.fcs		12027
Specimen_001_O24_O24.fcs/cells	99.9	12013
Specimen_001_O24_O24.fcs/cells/mCherry	96.6	11599
Specimen_001_P1_P01.fcs		9227
Specimen_001_P1_P01.fcs/cells	99.7	9200
Specimen_001_P1_P01.fcs/cells/mCherry	96.3	8857
Specimen_001_P2_P02.fcs		15276
Specimen_001_P2_P02.fcs/cells	99.8	15240
Specimen_001_P2_P02.fcs/cells/mCherry	96.9	14771
Specimen_001_P3_P03.fcs		10488
Specimen_001_P3_P03.fcs/cells	99.6	10445
Specimen_001_P3_P03.fcs/cells/mCherry	95.7	9996
Specimen_001_P4_P04.fcs		12768
Specimen_001_P4_P04.fcs/cells	99.7	12729
Specimen_001_P4_P04.fcs/cells/mCherry	96	12225
Specimen_001_P5_P05.fcs		11400
Specimen_001_P5_P05.fcs/cells	99.8	11380
Specimen_001_P5_P05.fcs/cells/mCherry	70.9	8072
Specimen_001_P6_P06.fcs		17385
Specimen_001_P6_P06.fcs/cells	99.9	17362
Specimen_001_P6_P06.fcs/cells/mCherry	70.7	12276
Specimen_001_P7_P07.fcs		13908
Specimen_001_P7_P07.fcs/cells	99.9	13889
Specimen_001_P7_P07.fcs/cells/mCherry	69.9	9710
Specimen_001_P8_P08.fcs		15219
Specimen_001_P8_P08.fcs/cells	99.8	15190
Specimen_001_P8_P08.fcs/cells/mCherry	69.2	10506
Specimen_001_P9_P09.fcs		10659
Specimen_001_P9_P09.fcs/cells	99.8	10638
Specimen_001_P9_P09.fcs/cells/mCherry	65.3	6950
Specimen_001_P10_P10.fcs		14706
Specimen_001_P10_P10.fcs/cells	99.9	14691
Specimen_001_P10_P10.fcs/cells/mCherry	64.2	9426
Specimen_001_P11_P11.fcs		14022
Specimen_001_P11_P11.fcs/cells	99.9	14005
Specimen_001_P11_P11.fcs/cells/mCherry	58.1	8142
Specimen_001_P12_P12.fcs		15048
Specimen_001_P12_P12.fcs/cells	99.9	15032
Specimen_001_P12_P12.fcs/cells/mCherry	60.2	9055
Specimen_001_P13_P13.fcs		9405
Specimen_001_P13_P13.fcs/cells	99.7	9373
Specimen_001_P13_P13.fcs/cells/mCherry	92.1	8636
Specimen_001_P14_P14.fcs		9816
Specimen_001_P14_P14.fcs/cells	99.7	9789
Specimen_001_P14_P14.fcs/cells/mCherry	90	8806
Specimen_001_P15_P15.fcs		11229
Specimen_001_P15_P15.fcs/cells	99.8	11207
Specimen_001_P15_P15.fcs/cells/mCherry	78.5	8795
Specimen_001_P16_P16.fcs		11571
Specimen_001_P16_P16.fcs/cells	99.8	11551
Specimen_001_P16_P16.fcs/cells/mCherry	77.8	8988
Specimen_001_P17_P17.fcs		10773
Specimen_001_P17_P17.fcs/cells	99.8	10753
Specimen_001_P17_P17.fcs/cells/mCherry	79.8	8577
Specimen_001_P18_P18.fcs		12939
Specimen_001_P18_P18.fcs/cells	99.8	12918
Specimen_001_P18_P18.fcs/cells/mCherry	78.3	10118
Specimen_001_P19_P19.fcs		9348
Specimen_001_P19_P19.fcs/cells	99.7	9321
Specimen_001_P19_P19.fcs/cells/mCherry	91.5	8533
Specimen_001_P20_P20.fcs		10564
Specimen_001_P20_P20.fcs/cells	99.8	10540
Specimen_001_P20_P20.fcs/cells/mCherry	89.1	9392
Specimen_001_P21_P21.fcs		8623
Specimen_001_P21_P21.fcs/cells	99.6	8592
Specimen_001_P21_P21.fcs/cells/mCherry	94.6	8124
Specimen_001_P22_P22.fcs		12882
Specimen_001_P22_P22.fcs/cells	99.7	12846
Specimen_001_P22_P22.fcs/cells/mCherry	93.7	12043
Specimen_001_P23_P23.fcs		9462
Specimen_001_P23_P23.fcs/cells	99.7	9438
Specimen_001_P23_P23.fcs/cells/mCherry	96.4	9095
Specimen_001_P24_P24.fcs		13281
Specimen_001_P24_P24.fcs/cells	99.7	13245
Specimen_001_P24_P24.fcs/cells/mCherry	95.8	12684
