well_id	well_id_96	well_id_96_no0	plate_id	F1_AP	F1_F1	F1_ID	F1	BLOCK_ID	PAR_ID	IS_ANC	AP1_ID	SEX	strain_id	parent
G03	D02	D2	plate1	A02	B01	F02_B01	1	3			F02_A1.1_A11_1	ASEX	F02_B01	F02
G05	D03	D3	plate1	A02	C01	F02_C01	1	3			F02_A1.1_A11_1	ASEX	F02_C01	F02
G07	D04	D4	plate1	A02	D01	F02_D01	1	3			F02_A1.1_A11_1	ASEX	F02_D01	F02
G09	D05	D5	plate1	A02	E01	F02_E01	1	3			F02_A1.1_A11_1	ASEX	F02_E01	F02
G11	D06	D6	plate1	A02	F01	F02_F01	1	3			F02_A1.1_A11_1	ASEX	F02_F01	F02
G13	D07	D7	plate1	A02	G01	F02_G01	1	3			F02_A1.1_A11_1	ASEX	F02_G01	F02
G15	D08	D8	plate1	A02	H01	F02_H01	1	3			F02_A1.1_A11_1	ASEX	F02_H01	F02
G17	D09	D9	plate1			G02_	0	3	E02		G02_A1.1_H02_1	ASEX	G02	G02
G19	D10	D10	plate1			H05_	0	3	G04		H05_A1.1_D12_1	ASEX	H05	H05
G21	D11	D11	plate1			G03_	0	3	E06		G03_A1.1_B12_1	ASEX	G03	G03
G23	D12	D12	plate1			D06_	0	3	C08		D06_A1.1_H11_1	ASEX	D06	D06
I01	E01	E1	plate1	E10	C01	H04_C01	1	3			H04_A3_A02_1	SEX	H04_C01	H04
I03	E02	E2	plate1	E10	C02	H04_C02	1	3			H04_A3_A02_1	SEX	H04_C02	H04
I05	E03	E3	plate1	E10	C03	H04_C03	1	3			H04_A3_A02_1	SEX	H04_C03	H04
I07	E04	E4	plate1	E10	C04	H04_C04	1	3			H04_A3_A02_1	SEX	H04_C04	H04
I09	E05	E5	plate1	E10	C05	H04_C05	1	3			H04_A3_A02_1	SEX	H04_C05	H04
I11	E06	E6	plate1	E10	C06	H04_C06	1	3			H04_A3_A02_1	SEX	H04_C06	H04
I13	E07	E7	plate1	E10	C07	H04_C07	1	3			H04_A3_A02_1	SEX	H04_C07	H04
I15	E08	E8	plate1	E10	C08	H04_C08	1	3			H04_A3_A02_1	SEX	H04_C08	H04
I17	E09	E9	plate1			NA_	0	3	MJM36_G3	1	NA	NA	NA	NA
I19	E10	E10	plate1			NA_	0	3	BCAL-B1	1	NA	NA	NA	NA
I21	E11	E11	plate1			NA_	0	3	BCAL-C1	1	NA	NA	NA	NA
I23	E12	E12	plate1			NA_	0	3	MJM36_C5	1	NA	NA	NA	NA
K01	F01	F1	plate1	A02	A02	F02_A02	1	3			F02_A1.1_A11_1	ASEX	F02_A02	F02
K03	F02	F2	plate1	A02	B02	F02_B02	1	3			F02_A1.1_A11_1	ASEX	F02_B02	F02
K05	F03	F3	plate1	A02	C02	F02_C02	1	3			F02_A1.1_A11_1	ASEX	F02_C02	F02
K07	F04	F4	plate1	A02	D02	F02_D02	1	3			F02_A1.1_A11_1	ASEX	F02_D02	F02
K09	F05	F5	plate1	A02	E02	F02_E02	1	3			F02_A1.1_A11_1	ASEX	F02_E02	F02
K11	F06	F6	plate1	A02	F02	F02_F02	1	3			F02_A1.1_A11_1	ASEX	F02_F02	F02
K13	F07	F7	plate1	A02	G02	F02_G02	1	3			F02_A1.1_A11_1	ASEX	F02_G02	F02
K15	F08	F8	plate1	A02	H02	F02_H02	1	3			F02_A1.1_A11_1	ASEX	F02_H02	F02
K17	F09	F9	plate1			D04_	0	3	E08		D04_A1.1_H06_1	ASEX	D04	D04
K19	F10	F10	plate1			F04_	0	3	E09		F04_A3_B01_1	SEX	F04	F04
K21	F11	F11	plate1			F06_	0	3	C10		F06_A3_A11_1	SEX	F06	F06
K23	F12	F12	plate1			B05_	0	3	E11		B05_A1.1_G01_1	ASEX	B05	B05
M01	G01	G1	plate1	E10	D01	H04_D01	1	3			H04_A3_A02_1	SEX	H04_D01	H04
M03	G02	G2	plate1	E10	D02	H04_D02	1	3			H04_A3_A02_1	SEX	H04_D02	H04
M05	G03	G3	plate1	E10	D03	H04_D03	1	3			H04_A3_A02_1	SEX	H04_D03	H04
M07	G04	G4	plate1	E10	D04	H04_D04	1	3			H04_A3_A02_1	SEX	H04_D04	H04
M09	G05	G5	plate1	E10	D05	H04_D05	1	3			H04_A3_A02_1	SEX	H04_D05	H04
M11	G06	G6	plate1	E10	D06	H04_D06	1	3			H04_A3_A02_1	SEX	H04_D06	H04
M13	G07	G7	plate1	E10	D07	H04_D07	1	3			H04_A3_A02_1	SEX	H04_D07	H04
M15	G08	G8	plate1	E10	D08	H04_D08	1	3			H04_A3_A02_1	SEX	H04_D08	H04
M17	G09	G9	plate1			E04_	0	3	A09		E04_A3_G01_1	SEX	E04	E04
M19	G10	G10	plate1			G04_	0	3	A10		G04_A3_H09_1	SEX	G04	G04
M21	G11	G11	plate1			H04_	0	3	E10		H04_A3_A02_1	SEX	H04	H04
M23	G12	G12	plate1			NA_	0	3	MJM36_D5	1	NA	NA	NA	NA
O01	H01	H1	plate1	A02	A03	F02_A03	1	3			F02_A1.1_A11_1	ASEX	F02_A03	F02
O03	H02	H2	plate1	A02	B03	F02_B03	1	3			F02_A1.1_A11_1	ASEX	F02_B03	F02
O05	H03	H3	plate1	A02	C03	F02_C03	1	3			F02_A1.1_A11_1	ASEX	F02_C03	F02
O07	H04	H4	plate1	A02	D03	F02_D03	1	3			F02_A1.1_A11_1	ASEX	F02_D03	F02
O09	H05	H5	plate1	A02	E03	F02_E03	1	3			F02_A1.1_A11_1	ASEX	F02_E03	F02
O11	H06	H6	plate1	A02	F03	F02_F03	1	3			F02_A1.1_A11_1	ASEX	F02_F03	F02
O13	H07	H7	plate1	A02	G03	F02_G03	1	3			F02_A1.1_A11_1	ASEX	F02_G03	F02
O15	H08	H8	plate1	A02	H03	F02_H03	1	3			F02_A1.1_A11_1	ASEX	F02_H03	F02
O17	H09	H9	plate1			NA_	0	3	MJM36_H3	1	NA	NA	NA	NA
O19	H10	H10	plate1			NA_	0	3	BCAL-B2	1	NA	NA	NA	NA
O21	H11	H11	plate1			NA_	0	3	BCAL-C2	1	NA	NA	NA	NA
O23	H12	H12	plate1			NA_	0	3	BLANK		NA	NA	NA	NA
A02	A01	A1	plate2	A02	A04	F02_A04	1	3			F02_A1.1_A11_1	ASEX	F02_A04	F02
A04	A02	A2	plate2	A02	B04	F02_B04	1	3			F02_A1.1_A11_1	ASEX	F02_B04	F02
A06	A03	A3	plate2	A02	C04	F02_C04	1	3			F02_A1.1_A11_1	ASEX	F02_C04	F02
A08	A04	A4	plate2	A02	D04	F02_D04	1	3			F02_A1.1_A11_1	ASEX	F02_D04	F02
A10	A05	A5	plate2	A02	E04	F02_E04	1	3			F02_A1.1_A11_1	ASEX	F02_E04	F02
A12	A06	A6	plate2	A02	F04	F02_F04	1	3			F02_A1.1_A11_1	ASEX	F02_F04	F02
A14	A07	A7	plate2	A02	G04	F02_G04	1	3			F02_A1.1_A11_1	ASEX	F02_G04	F02
A16	A08	A8	plate2	A02	H04	F02_H04	1	3			F02_A1.1_A11_1	ASEX	F02_H04	F02
A18	A09	A9	plate2			C02_	0	3	B01		C02_A3_A03_1	SEX	C02	C02
A20	A10	A10	plate2			A03_	0	3	A03		A03_A1.1_A12_1	ASEX	A03	A03
A22	A11	A11	plate2			E03_	0	3	A05		E03_A3_H03_1	SEX	E03	E03
A24	A12	A12	plate2			A04_	0	3	A07		A04_A3_G12_1	SEX	A04	A04
C02	B01	B1	plate2	E10	E01	H04_E01	1	3			H04_A3_A02_1	SEX	H04_E01	H04
C04	B02	B2	plate2	E10	E02	H04_E02	1	3			H04_A3_A02_1	SEX	H04_E02	H04
C06	B03	B3	plate2	E10	E03	H04_E03	1	3			H04_A3_A02_1	SEX	H04_E03	H04
C08	B04	B4	plate2	E10	E04	H04_E04	1	3			H04_A3_A02_1	SEX	H04_E04	H04
C10	B05	B5	plate2	E10	E05	H04_E05	1	3			H04_A3_A02_1	SEX	H04_E05	H04
C12	B06	B6	plate2	E10	E06	H04_E06	1	3			H04_A3_A02_1	SEX	H04_E06	H04
C14	B07	B7	plate2	E10	E07	H04_E07	1	3			H04_A3_A02_1	SEX	H04_E07	H04
C16	B08	B8	plate2	E10	E08	H04_E08	1	3			H04_A3_A02_1	SEX	H04_E08	H04
C18	B09	B9	plate2			D02_	0	3	F01		D02_A1.1_A05_1	ASEX	D02	D02
C20	B10	B10	plate2			C03_	0	3	A04		C03_A3_H11_1	SEX	C03	C03
C22	B11	B11	plate2			D05_	0	3	F12		D05_A1.1_C12_1	ASEX	D05	D05
C24	B12	B12	plate2			B04_	0	3	E07		B04_A1.1_A02_1	ASEX	B04	B04
E02	C01	C1	plate2	E02	A02	G02_A02	1	3			G02_A1.1_H02_1	ASEX	G02_A02	G02
E04	C02	C2	plate2	E02	B02	G02_B02	1	3			G02_A1.1_H02_1	ASEX	G02_B02	G02
E06	C03	C3	plate2	E02	C02	G02_C02	1	3			G02_A1.1_H02_1	ASEX	G02_C02	G02
E08	C04	C4	plate2	E02	D02	G02_D02	1	3			G02_A1.1_H02_1	ASEX	G02_D02	G02
E10	C05	C5	plate2	E02	E02	G02_E02	1	3			G02_A1.1_H02_1	ASEX	G02_E02	G02
E12	C06	C6	plate2	E02	F02	G02_F02	1	3			G02_A1.1_H02_1	ASEX	G02_F02	G02
E14	C07	C7	plate2	E02	G02	G02_G02	1	3			G02_A1.1_H02_1	ASEX	G02_G02	G02
E16	C08	C8	plate2	E02	H02	G02_H02	1	3			G02_A1.1_H02_1	ASEX	G02_H02	G02
E18	C09	C9	plate2			F02_	0	3	A02		F02_A1.1_A11_1	ASEX	F02	F02
E20	C10	C10	plate2			D03_	0	3	E04		D03_A3_B12_1	SEX	D03	D03
E22	C11	C11	plate2			A06_	0	3	C06		A06_A3_H07_1	SEX	A06	A06
E24	C12	C12	plate2			C04_	0	3	A08		C04_A3_H02_1	SEX	C04	C04
G02	D01	D1	plate2	E10	F01	H04_F01	1	3			H04_A3_A02_1	SEX	H04_F01	H04
G04	D02	D2	plate2	E10	F02	H04_F02	1	3			H04_A3_A02_1	SEX	H04_F02	H04
G06	D03	D3	plate2	E10	F03	H04_F03	1	3			H04_A3_A02_1	SEX	H04_F03	H04
G08	D04	D4	plate2	E10	F04	H04_F04	1	3			H04_A3_A02_1	SEX	H04_F04	H04
G10	D05	D5	plate2	E10	F05	H04_F05	1	3			H04_A3_A02_1	SEX	H04_F05	H04
G12	D06	D6	plate2	E10	F06	H04_F06	1	3			H04_A3_A02_1	SEX	H04_F06	H04
G14	D07	D7	plate2	E10	F07	H04_F07	1	3			H04_A3_A02_1	SEX	H04_F07	H04
G16	D08	D8	plate2	E10	F08	H04_F08	1	3			H04_A3_A02_1	SEX	H04_F08	H04
G18	D09	D9	plate2			G02_	0	3	E02		G02_A1.1_H02_1	ASEX	G02	G02
G20	D10	D10	plate2			H05_	0	3	G04		H05_A1.1_D12_1	ASEX	H05	H05
G22	D11	D11	plate2			G03_	0	3	E06		G03_A1.1_B12_1	ASEX	G03	G03
G24	D12	D12	plate2			D06_	0	3	C08		D06_A1.1_H11_1	ASEX	D06	D06
I02	E01	E1	plate2	A02	A05	F02_A05	1	3			F02_A1.1_A11_1	ASEX	F02_A05	F02
I04	E02	E2	plate2	A02	B05	F02_B05	1	3			F02_A1.1_A11_1	ASEX	F02_B05	F02
I06	E03	E3	plate2	A02	C05	F02_C05	1	3			F02_A1.1_A11_1	ASEX	F02_C05	F02
I08	E04	E4	plate2	A02	D05	F02_D05	1	3			F02_A1.1_A11_1	ASEX	F02_D05	F02
I10	E05	E5	plate2	A02	E05	F02_E05	1	3			F02_A1.1_A11_1	ASEX	F02_E05	F02
I12	E06	E6	plate2	A02	F05	F02_F05	1	3			F02_A1.1_A11_1	ASEX	F02_F05	F02
I14	E07	E7	plate2	A02	G05	F02_G05	1	3			F02_A1.1_A11_1	ASEX	F02_G05	F02
I16	E08	E8	plate2	A02	H05	F02_H05	1	3			F02_A1.1_A11_1	ASEX	F02_H05	F02
I18	E09	E9	plate2			NA_	0	3	MJM36_G3	1	NA	NA	NA	NA
I20	E10	E10	plate2			NA_	0	3	BCAL-B1	1	NA	NA	NA	NA
I22	E11	E11	plate2			NA_	0	3	BCAL-C1	1	NA	NA	NA	NA
I24	E12	E12	plate2			NA_	0	3	MJM36_C5	1	NA	NA	NA	NA
K02	F01	F1	plate2	E10	G01	H04_G01	1	3			H04_A3_A02_1	SEX	H04_G01	H04
K04	F02	F2	plate2	E10	G02	H04_G02	1	3			H04_A3_A02_1	SEX	H04_G02	H04
K06	F03	F3	plate2	E10	G03	H04_G03	1	3			H04_A3_A02_1	SEX	H04_G03	H04
K08	F04	F4	plate2	E10	G04	H04_G04	1	3			H04_A3_A02_1	SEX	H04_G04	H04
K10	F05	F5	plate2	E10	G05	H04_G05	1	3			H04_A3_A02_1	SEX	H04_G05	H04
K12	F06	F6	plate2	E10	G06	H04_G06	1	3			H04_A3_A02_1	SEX	H04_G06	H04
K14	F07	F7	plate2	E10	G07	H04_G07	1	3			H04_A3_A02_1	SEX	H04_G07	H04
K16	F08	F8	plate2	E10	G08	H04_G08	1	3			H04_A3_A02_1	SEX	H04_G08	H04
K18	F09	F9	plate2			D04_	0	3	E08		D04_A1.1_H06_1	ASEX	D04	D04
K20	F10	F10	plate2			F04_	0	3	E09		F04_A3_B01_1	SEX	F04	F04
K22	F11	F11	plate2			F06_	0	3	C10		F06_A3_A11_1	SEX	F06	F06
K24	F12	F12	plate2			B05_	0	3	E11		B05_A1.1_G01_1	ASEX	B05	B05
M02	G01	G1	plate2	E10	H01	H04_H01	1	3			H04_A3_A02_1	SEX	H04_H01	H04
M04	G02	G2	plate2	E10	H02	H04_H02	1	3			H04_A3_A02_1	SEX	H04_H02	H04
M06	G03	G3	plate2	E10	H03	H04_H03	1	3			H04_A3_A02_1	SEX	H04_H03	H04
M08	G04	G4	plate2	E10	H04	H04_H04	1	3			H04_A3_A02_1	SEX	H04_H04	H04
M10	G05	G5	plate2	E10	H05	H04_H05	1	3			H04_A3_A02_1	SEX	H04_H05	H04
M12	G06	G6	plate2	E10	H06	H04_H06	1	3			H04_A3_A02_1	SEX	H04_H06	H04
M14	G07	G7	plate2	E10	H07	H04_H07	1	3			H04_A3_A02_1	SEX	H04_H07	H04
M16	G08	G8	plate2	E10	H08	H04_H08	1	3			H04_A3_A02_1	SEX	H04_H08	H04
M18	G09	G9	plate2			E04_	0	3	A09		E04_A3_G01_1	SEX	E04	E04
M20	G10	G10	plate2			G04_	0	3	A10		G04_A3_H09_1	SEX	G04	G04
M22	G11	G11	plate2			H04_	0	3	E10		H04_A3_A02_1	SEX	H04	H04
M24	G12	G12	plate2			NA_	0	3	MJM36_D5	1	NA	NA	NA	NA
O02	H01	H1	plate2	BLANK	BLANK	NA_BLANK	0	3			NA	NA	NA	NA
O04	H02	H2	plate2	BLANK	BLANK	NA_BLANK	0	3			NA	NA	NA	NA
O06	H03	H3	plate2	BLANK	BLANK	NA_BLANK	0	3			NA	NA	NA	NA
O08	H04	H4	plate2	BLANK	BLANK	NA_BLANK	0	3			NA	NA	NA	NA
O10	H05	H5	plate2	BLANK	BLANK	NA_BLANK	0	3			NA	NA	NA	NA
O12	H06	H6	plate2	BLANK	BLANK	NA_BLANK	0	3			NA	NA	NA	NA
O14	H07	H7	plate2	BLANK	BLANK	NA_BLANK	0	3			NA	NA	NA	NA
O16	H08	H8	plate2	BLANK	BLANK	NA_BLANK	0	3			NA	NA	NA	NA
O18	H09	H9	plate2			NA_	0	3	MJM36_H3	1	NA	NA	NA	NA
O20	H10	H10	plate2			NA_	0	3	BCAL-B2	1	NA	NA	NA	NA
O22	H11	H11	plate2			NA_	0	3	BCAL-C2	1	NA	NA	NA	NA
O24	H12	H12	plate2			NA_	0	3	BLANK		NA	NA	NA	NA
B01	A01	A1	plate3	F12	A01	D05_A01	1	3			D05_A1.1_C12_1	ASEX	D05_A01	D05
B03	A02	A2	plate3	F12	A02	D05_A02	1	3			D05_A1.1_C12_1	ASEX	D05_A02	D05
B05	A03	A3	plate3	F12	A03	D05_A03	1	3			D05_A1.1_C12_1	ASEX	D05_A03	D05
B07	A04	A4	plate3	F12	A04	D05_A04	1	3			D05_A1.1_C12_1	ASEX	D05_A04	D05
B09	A05	A5	plate3	F12	A05	D05_A05	1	3			D05_A1.1_C12_1	ASEX	D05_A05	D05
B11	A06	A6	plate3	F12	A06	D05_A06	1	3			D05_A1.1_C12_1	ASEX	D05_A06	D05
B13	A07	A7	plate3	F12	A07	D05_A07	1	3			D05_A1.1_C12_1	ASEX	D05_A07	D05
B15	A08	A8	plate3	F12	A08	D05_A08	1	3			D05_A1.1_C12_1	ASEX	D05_A08	D05
B17	A09	A9	plate3			C02_	0	3	B01		C02_A3_A03_1	SEX	C02	C02
B19	A10	A10	plate3			A03_	0	3	A03		A03_A1.1_A12_1	ASEX	A03	A03
B21	A11	A11	plate3			E03_	0	3	A05		E03_A3_H03_1	SEX	E03	E03
B23	A12	A12	plate3			A04_	0	3	A07		A04_A3_G12_1	SEX	A04	A04
D01	B01	B1	plate3	A08	A01	C04_A01	1	3			C04_A3_H02_1	SEX	C04_A01	C04
D03	B02	B2	plate3	A08	A02	C04_A02	1	3			C04_A3_H02_1	SEX	C04_A02	C04
D05	B03	B3	plate3	A08	A03	C04_A03	1	3			C04_A3_H02_1	SEX	C04_A03	C04
D07	B04	B4	plate3	A08	A04	C04_A04	1	3			C04_A3_H02_1	SEX	C04_A04	C04
D09	B05	B5	plate3	A08	A05	C04_A05	1	3			C04_A3_H02_1	SEX	C04_A05	C04
D11	B06	B6	plate3	A08	A06	C04_A06	1	3			C04_A3_H02_1	SEX	C04_A06	C04
D13	B07	B7	plate3	A08	A07	C04_A07	1	3			C04_A3_H02_1	SEX	C04_A07	C04
D15	B08	B8	plate3	A08	A08	C04_A08	1	3			C04_A3_H02_1	SEX	C04_A08	C04
D17	B09	B9	plate3			D02_	0	3	F01		D02_A1.1_A05_1	ASEX	D02	D02
D19	B10	B10	plate3			C03_	0	3	A04		C03_A3_H11_1	SEX	C03	C03
D21	B11	B11	plate3			D05_	0	3	F12		D05_A1.1_C12_1	ASEX	D05	D05
D23	B12	B12	plate3			B04_	0	3	E07		B04_A1.1_A02_1	ASEX	B04	B04
F01	C01	C1	plate3	E08	A01	D04_A01	1	3			D04_A1.1_H06_1	ASEX	D04_A01	D04
F03	C02	C2	plate3	E08	A02	D04_A02	1	3			D04_A1.1_H06_1	ASEX	D04_A02	D04
F05	C03	C3	plate3	E08	A03	D04_A03	1	3			D04_A1.1_H06_1	ASEX	D04_A03	D04
F07	C04	C4	plate3	E08	A04	D04_A04	1	3			D04_A1.1_H06_1	ASEX	D04_A04	D04
F09	C05	C5	plate3	E08	A05	D04_A05	1	3			D04_A1.1_H06_1	ASEX	D04_A05	D04
F11	C06	C6	plate3	E08	A06	D04_A06	1	3			D04_A1.1_H06_1	ASEX	D04_A06	D04
F13	C07	C7	plate3	E08	A07	D04_A07	1	3			D04_A1.1_H06_1	ASEX	D04_A07	D04
F15	C08	C8	plate3	E08	A08	D04_A08	1	3			D04_A1.1_H06_1	ASEX	D04_A08	D04
F17	C09	C9	plate3			F02_	0	3	A02		F02_A1.1_A11_1	ASEX	F02	F02
F19	C10	C10	plate3			D03_	0	3	E04		D03_A3_B12_1	SEX	D03	D03
F21	C11	C11	plate3			A06_	0	3	C06		A06_A3_H07_1	SEX	A06	A06
F23	C12	C12	plate3			C04_	0	3	A08		C04_A3_H02_1	SEX	C04	C04
H01	D01	D1	plate3	A10	A01	G04_A01	1	3			G04_A3_H09_1	SEX	G04_A01	G04
H03	D02	D2	plate3	A10	A02	G04_A02	1	3			G04_A3_H09_1	SEX	G04_A02	G04
H05	D03	D3	plate3	A10	A03	G04_A03	1	3			G04_A3_H09_1	SEX	G04_A03	G04
H07	D04	D4	plate3	A10	A04	G04_A04	1	3			G04_A3_H09_1	SEX	G04_A04	G04
H09	D05	D5	plate3	A10	A05	G04_A05	1	3			G04_A3_H09_1	SEX	G04_A05	G04
H11	D06	D6	plate3	A10	A06	G04_A06	1	3			G04_A3_H09_1	SEX	G04_A06	G04
H13	D07	D7	plate3	A10	A07	G04_A07	1	3			G04_A3_H09_1	SEX	G04_A07	G04
H15	D08	D8	plate3	A10	A08	G04_A08	1	3			G04_A3_H09_1	SEX	G04_A08	G04
H17	D09	D9	plate3			G02_	0	3	E02		G02_A1.1_H02_1	ASEX	G02	G02
H19	D10	D10	plate3			H05_	0	3	G04		H05_A1.1_D12_1	ASEX	H05	H05
H21	D11	D11	plate3			G03_	0	3	E06		G03_A1.1_B12_1	ASEX	G03	G03
H23	D12	D12	plate3			D06_	0	3	C08		D06_A1.1_H11_1	ASEX	D06	D06
J01	E01	E1	plate3	F12	B01	D05_B01	1	3			D05_A1.1_C12_1	ASEX	D05_B01	D05
J03	E02	E2	plate3	F12	B02	D05_B02	1	3			D05_A1.1_C12_1	ASEX	D05_B02	D05
J05	E03	E3	plate3	F12	B03	D05_B03	1	3			D05_A1.1_C12_1	ASEX	D05_B03	D05
J07	E04	E4	plate3	F12	B04	D05_B04	1	3			D05_A1.1_C12_1	ASEX	D05_B04	D05
J09	E05	E5	plate3	F12	B05	D05_B05	1	3			D05_A1.1_C12_1	ASEX	D05_B05	D05
J11	E06	E6	plate3	F12	B06	D05_B06	1	3			D05_A1.1_C12_1	ASEX	D05_B06	D05
J13	E07	E7	plate3	F12	B07	D05_B07	1	3			D05_A1.1_C12_1	ASEX	D05_B07	D05
J15	E08	E8	plate3	F12	B08	D05_B08	1	3			D05_A1.1_C12_1	ASEX	D05_B08	D05
J17	E09	E9	plate3			NA_	0	3	MJM36_G3	1	NA	NA	NA	NA
J19	E10	E10	plate3			NA_	0	3	BCAL-B1	1	NA	NA	NA	NA
J21	E11	E11	plate3			NA_	0	3	BCAL-C1	1	NA	NA	NA	NA
J23	E12	E12	plate3			NA_	0	3	MJM36_C5	1	NA	NA	NA	NA
L01	F01	F1	plate3	A08	B01	C04_B01	1	3			C04_A3_H02_1	SEX	C04_B01	C04
L03	F02	F2	plate3	A08	B02	C04_B02	1	3			C04_A3_H02_1	SEX	C04_B02	C04
L05	F03	F3	plate3	A08	B03	C04_B03	1	3			C04_A3_H02_1	SEX	C04_B03	C04
L07	F04	F4	plate3	A08	B04	C04_B04	1	3			C04_A3_H02_1	SEX	C04_B04	C04
L09	F05	F5	plate3	A08	B05	C04_B05	1	3			C04_A3_H02_1	SEX	C04_B05	C04
L11	F06	F6	plate3	A08	B06	C04_B06	1	3			C04_A3_H02_1	SEX	C04_B06	C04
L13	F07	F7	plate3	A08	B07	C04_B07	1	3			C04_A3_H02_1	SEX	C04_B07	C04
L15	F08	F8	plate3	A08	B08	C04_B08	1	3			C04_A3_H02_1	SEX	C04_B08	C04
L17	F09	F9	plate3			D04_	0	3	E08		D04_A1.1_H06_1	ASEX	D04	D04
L19	F10	F10	plate3			F04_	0	3	E09		F04_A3_B01_1	SEX	F04	F04
L21	F11	F11	plate3			F06_	0	3	C10		F06_A3_A11_1	SEX	F06	F06
L23	F12	F12	plate3			B05_	0	3	E11		B05_A1.1_G01_1	ASEX	B05	B05
N01	G01	G1	plate3	E08	B01	D04_B01	1	3			D04_A1.1_H06_1	ASEX	D04_B01	D04
N03	G02	G2	plate3	E08	B02	D04_B02	1	3			D04_A1.1_H06_1	ASEX	D04_B02	D04
N05	G03	G3	plate3	E08	B03	D04_B03	1	3			D04_A1.1_H06_1	ASEX	D04_B03	D04
N07	G04	G4	plate3	E08	B04	D04_B04	1	3			D04_A1.1_H06_1	ASEX	D04_B04	D04
N09	G05	G5	plate3	E08	B05	D04_B05	1	3			D04_A1.1_H06_1	ASEX	D04_B05	D04
N11	G06	G6	plate3	E08	B06	D04_B06	1	3			D04_A1.1_H06_1	ASEX	D04_B06	D04
N13	G07	G7	plate3	E08	B07	D04_B07	1	3			D04_A1.1_H06_1	ASEX	D04_B07	D04
N15	G08	G8	plate3	E08	B08	D04_B08	1	3			D04_A1.1_H06_1	ASEX	D04_B08	D04
N17	G09	G9	plate3			E04_	0	3	A09		E04_A3_G01_1	SEX	E04	E04
N19	G10	G10	plate3			G04_	0	3	A10		G04_A3_H09_1	SEX	G04	G04
N21	G11	G11	plate3			H04_	0	3	E10		H04_A3_A02_1	SEX	H04	H04
N23	G12	G12	plate3			NA_	0	3	MJM36_D5	1	NA	NA	NA	NA
P01	H01	H1	plate3	A10	B01	G04_B01	1	3			G04_A3_H09_1	SEX	G04_B01	G04
P03	H02	H2	plate3	A10	B02	G04_B02	1	3			G04_A3_H09_1	SEX	G04_B02	G04
P05	H03	H3	plate3	A10	B03	G04_B03	1	3			G04_A3_H09_1	SEX	G04_B03	G04
P07	H04	H4	plate3	A10	B04	G04_B04	1	3			G04_A3_H09_1	SEX	G04_B04	G04
P09	H05	H5	plate3	A10	B05	G04_B05	1	3			G04_A3_H09_1	SEX	G04_B05	G04
P11	H06	H6	plate3	A10	B06	G04_B06	1	3			G04_A3_H09_1	SEX	G04_B06	G04
P13	H07	H7	plate3	A10	B07	G04_B07	1	3			G04_A3_H09_1	SEX	G04_B07	G04
P15	H08	H8	plate3	A10	B08	G04_B08	1	3			G04_A3_H09_1	SEX	G04_B08	G04
P17	H09	H9	plate3			NA_	0	3	MJM36_H3	1	NA	NA	NA	NA
P19	H10	H10	plate3			NA_	0	3	BCAL-B2	1	NA	NA	NA	NA
P21	H11	H11	plate3			NA_	0	3	BCAL-C2	1	NA	NA	NA	NA
P23	H12	H12	plate3			NA_	0	3	BLANK		NA	NA	NA	NA
B02	A01	A1	plate4	A08	C01	C04_C01	1	3			C04_A3_H02_1	SEX	C04_C01	C04
B04	A02	A2	plate4	A08	C02	C04_C02	1	3			C04_A3_H02_1	SEX	C04_C02	C04
B06	A03	A3	plate4	A08	C03	C04_C03	1	3			C04_A3_H02_1	SEX	C04_C03	C04
B08	A04	A4	plate4	A08	C04	C04_C04	1	3			C04_A3_H02_1	SEX	C04_C04	C04
B10	A05	A5	plate4	A08	C05	C04_C05	1	3			C04_A3_H02_1	SEX	C04_C05	C04
B12	A06	A6	plate4	A08	C06	C04_C06	1	3			C04_A3_H02_1	SEX	C04_C06	C04
B14	A07	A7	plate4	A08	C07	C04_C07	1	3			C04_A3_H02_1	SEX	C04_C07	C04
B16	A08	A8	plate4	A08	C08	C04_C08	1	3			C04_A3_H02_1	SEX	C04_C08	C04
B18	A09	A9	plate4			C02_	0	3	B01		C02_A3_A03_1	SEX	C02	C02
B20	A10	A10	plate4			A03_	0	3	A03		A03_A1.1_A12_1	ASEX	A03	A03
B22	A11	A11	plate4			E03_	0	3	A05		E03_A3_H03_1	SEX	E03	E03
B24	A12	A12	plate4			A04_	0	3	A07		A04_A3_G12_1	SEX	A04	A04
D02	B01	B1	plate4	E08	C01	D04_C01	1	3			D04_A1.1_H06_1	ASEX	D04_C01	D04
D04	B02	B2	plate4	E08	C02	D04_C02	1	3			D04_A1.1_H06_1	ASEX	D04_C02	D04
D06	B03	B3	plate4	E08	C03	D04_C03	1	3			D04_A1.1_H06_1	ASEX	D04_C03	D04
D08	B04	B4	plate4	E08	C04	D04_C04	1	3			D04_A1.1_H06_1	ASEX	D04_C04	D04
D10	B05	B5	plate4	E08	C05	D04_C05	1	3			D04_A1.1_H06_1	ASEX	D04_C05	D04
D12	B06	B6	plate4	E08	C06	D04_C06	1	3			D04_A1.1_H06_1	ASEX	D04_C06	D04
D14	B07	B7	plate4	E08	C07	D04_C07	1	3			D04_A1.1_H06_1	ASEX	D04_C07	D04
D16	B08	B8	plate4	E08	C08	D04_C08	1	3			D04_A1.1_H06_1	ASEX	D04_C08	D04
