Name	Statistic	Cells
Specimen_001_O4_O04.fcs		16309
Specimen_001_O4_O04.fcs/mCherry	99.3	16189
Specimen_001_O5_O05.fcs		25000
Specimen_001_O5_O05.fcs/mCherry	66.3	16574
Specimen_001_O6_O06.fcs		19035
Specimen_001_O6_O06.fcs/mCherry	66.9	12743
Specimen_001_O7_O07.fcs		19270
Specimen_001_O7_O07.fcs/mCherry	62	11949
Specimen_001_O8_O08.fcs		19646
Specimen_001_O8_O08.fcs/mCherry	60.2	11831
Specimen_001_O9_O09.fcs		20163
Specimen_001_O9_O09.fcs/mCherry	66.5	13416
Specimen_001_O10_O10.fcs		19599
Specimen_001_O10_O10.fcs/mCherry	66	12933
Specimen_001_O11_O11.fcs		21150
Specimen_001_O11_O11.fcs/mCherry	58.9	12457
Specimen_001_O12_O12.fcs		19787
Specimen_001_O12_O12.fcs/mCherry	59.7	11804
Specimen_001_O13_O13.fcs		23030
Specimen_001_O13_O13.fcs/mCherry	58.9	13573
Specimen_001_O14_O14.fcs		19975
Specimen_001_O14_O14.fcs/mCherry	59.1	11811
Specimen_001_O15_O15.fcs		17130
Specimen_001_O15_O15.fcs/mCherry	66.5	11385
Specimen_001_O16_O16.fcs		20539
Specimen_001_O16_O16.fcs/mCherry	64.5	13248
Specimen_001_O17_O17.fcs		18095
Specimen_001_O17_O17.fcs/mCherry	64	11577
Specimen_001_O18_O18.fcs		18941
Specimen_001_O18_O18.fcs/mCherry	66.5	12605
Specimen_001_O19_O19.fcs		20445
Specimen_001_O19_O19.fcs/mCherry	66.6	13614
Specimen_001_O20_O20.fcs		20210
Specimen_001_O20_O20.fcs/mCherry	68.1	13770
Specimen_001_O21_O21.fcs		21855
Specimen_001_O21_O21.fcs/mCherry	99.3	21700
Specimen_001_O22_O22.fcs		16638
Specimen_001_O22_O22.fcs/mCherry	99.1	16490
Specimen_001_P3_P03.fcs		21103
Specimen_001_P3_P03.fcs/mCherry	98.2	20719
Specimen_001_P4_P04.fcs		22983
Specimen_001_P4_P04.fcs/mCherry	98.1	22540
Specimen_001_P5_P05.fcs		15792
Specimen_001_P5_P05.fcs/mCherry	78.6	12406
Specimen_001_P6_P06.fcs		19176
Specimen_001_P6_P06.fcs/mCherry	76.8	14724
Specimen_001_P7_P07.fcs		15369
Specimen_001_P7_P07.fcs/mCherry	72.9	11201
Specimen_001_P8_P08.fcs		18424
Specimen_001_P8_P08.fcs/mCherry	72.5	13352
Specimen_001_P9_P09.fcs		14946
Specimen_001_P9_P09.fcs/mCherry	76.3	11397
Specimen_001_P10_P10.fcs		19881
Specimen_001_P10_P10.fcs/mCherry	75.1	14937
Specimen_001_P11_P11.fcs		15604
Specimen_001_P11_P11.fcs/mCherry	69	10769
Specimen_001_P12_P12.fcs		18800
Specimen_001_P12_P12.fcs/mCherry	67.8	12737
Specimen_001_P13_P13.fcs		16591
Specimen_001_P13_P13.fcs/mCherry	69.7	11561
Specimen_001_P14_P14.fcs		20022
Specimen_001_P14_P14.fcs/mCherry	69.7	13956
Specimen_001_P15_P15.fcs		16685
Specimen_001_P15_P15.fcs/mCherry	76.6	12787
Specimen_001_P16_P16.fcs		19411
Specimen_001_P16_P16.fcs/mCherry	75.1	14579
Specimen_001_P17_P17.fcs		14993
Specimen_001_P17_P17.fcs/mCherry	74	11098
Specimen_001_P18_P18.fcs		18847
Specimen_001_P18_P18.fcs/mCherry	73.6	13869
Specimen_001_P19_P19.fcs		15228
Specimen_001_P19_P19.fcs/mCherry	76.8	11698
Specimen_001_P20_P20.fcs		19975
Specimen_001_P20_P20.fcs/mCherry	78	15575
Specimen_001_P21_P21.fcs		18659
Specimen_001_P21_P21.fcs/mCherry	98	18284
Specimen_001_P22_P22.fcs		20458
Specimen_001_P22_P22.fcs/mCherry	98	20041
