Name	Statistic	Cells
Specimen_001_O23_O23.fcs/cells	99.9	17898
Specimen_001_O23_O23.fcs/cells/mCherry	99.6	17835
Specimen_001_O24_O24.fcs		14991
Specimen_001_O24_O24.fcs/cells	100	14988
Specimen_001_O24_O24.fcs/cells/mCherry	99.8	14959
Specimen_001_P1_P01.fcs		12828
Specimen_001_P1_P01.fcs/cells	99.9	12814
Specimen_001_P1_P01.fcs/cells/mCherry	99.2	12713
Specimen_001_P2_P02.fcs		18012
Specimen_001_P2_P02.fcs/cells	100	18007
Specimen_001_P2_P02.fcs/cells/mCherry	99.8	17973
Specimen_001_P3_P03.fcs		13110
Specimen_001_P3_P03.fcs/cells	100	13106
Specimen_001_P3_P03.fcs/cells/mCherry	98.9	12961
Specimen_001_P4_P04.fcs		17157
Specimen_001_P4_P04.fcs/cells	100	17154
Specimen_001_P4_P04.fcs/cells/mCherry	99.8	17121
Specimen_001_P5_P05.fcs		16245
Specimen_001_P5_P05.fcs/cells	100	16238
Specimen_001_P5_P05.fcs/cells/mCherry	61.7	10013
Specimen_001_P6_P06.fcs		19494
Specimen_001_P6_P06.fcs/cells	100	19486
Specimen_001_P6_P06.fcs/cells/mCherry	58.6	11418
Specimen_001_P7_P07.fcs		16302
Specimen_001_P7_P07.fcs/cells	99.9	16292
Specimen_001_P7_P07.fcs/cells/mCherry	65	10583
Specimen_001_P8_P08.fcs		17613
Specimen_001_P8_P08.fcs/cells	100	17607
Specimen_001_P8_P08.fcs/cells/mCherry	64.3	11314
Specimen_001_P9_P09.fcs		14279
Specimen_001_P9_P09.fcs/cells	99.9	14270
Specimen_001_P9_P09.fcs/cells/mCherry	63	8993
Specimen_001_P10_P10.fcs		17499
Specimen_001_P10_P10.fcs/cells	100	17497
Specimen_001_P10_P10.fcs/cells/mCherry	58.2	10188
Specimen_001_P11_P11.fcs		12930
Specimen_001_P11_P11.fcs/cells	99.9	12919
Specimen_001_P11_P11.fcs/cells/mCherry	57.2	7390
Specimen_001_P12_P12.fcs		16644
Specimen_001_P12_P12.fcs/cells	100	16637
Specimen_001_P12_P12.fcs/cells/mCherry	57	9485
Specimen_001_P13_P13.fcs		11628
Specimen_001_P13_P13.fcs/cells	99.9	11618
Specimen_001_P13_P13.fcs/cells/mCherry	86.2	10020
Specimen_001_P14_P14.fcs		14592
Specimen_001_P14_P14.fcs/cells	100	14585
Specimen_001_P14_P14.fcs/cells/mCherry	84.8	12368
Specimen_001_P15_P15.fcs		10933
Specimen_001_P15_P15.fcs/cells	99.9	10923
Specimen_001_P15_P15.fcs/cells/mCherry	75.1	8206
Specimen_001_P16_P16.fcs		16587
Specimen_001_P16_P16.fcs/cells	100	16582
Specimen_001_P16_P16.fcs/cells/mCherry	74	12276
Specimen_001_P17_P17.fcs		13851
Specimen_001_P17_P17.fcs/cells	99.9	13841
Specimen_001_P17_P17.fcs/cells/mCherry	72.1	9978
Specimen_001_P18_P18.fcs		16758
Specimen_001_P18_P18.fcs/cells	100	16753
Specimen_001_P18_P18.fcs/cells/mCherry	69.9	11704
Specimen_001_P19_P19.fcs		12882
Specimen_001_P19_P19.fcs/cells	99.9	12875
Specimen_001_P19_P19.fcs/cells/mCherry	87.8	11306
Specimen_001_P20_P20.fcs		15766
Specimen_001_P20_P20.fcs/cells	99.9	15755
Specimen_001_P20_P20.fcs/cells/mCherry	85.6	13494
Specimen_001_P21_P21.fcs		12540
Specimen_001_P21_P21.fcs/cells	99.9	12532
Specimen_001_P21_P21.fcs/cells/mCherry	92.5	11587
Specimen_001_P22_P22.fcs		18126
Specimen_001_P22_P22.fcs/cells	100	18117
Specimen_001_P22_P22.fcs/cells/mCherry	92.2	16707
Specimen_001_P23_P23.fcs		14136
Specimen_001_P23_P23.fcs/cells	100	14133
Specimen_001_P23_P23.fcs/cells/mCherry	99.5	14065
Specimen_001_P24_P24.fcs		20000
Specimen_001_P24_P24.fcs/cells	100	19991
Specimen_001_P24_P24.fcs/cells/mCherry	99.8	19951
